Date,Open,High,Low,Close,Volume
9/12/2019 16:00:00,150,152.79,145.82,147.78,14002034
9/13/2019 16:00:00,146.66,148.7,143.08,147.55,9256540
9/16/2019 16:00:00,146.97,152.85,146.03,149.54,11942246
9/17/2019 16:00:00,150.25,152.37,146.42,150.52,11182327
9/18/2019 16:00:00,143.6,145.75,127.79,129.88,38239045
9/19/2019 16:00:00,127.81,134.88,127,133.76,25298957
9/20/2019 16:00:00,127.39,127.41,103.62,108.05,65016349
9/23/2019 16:00:00,108.55,111.79,105.68,107.37,28340143
9/24/2019 16:00:00,108.39,110.38,98.65,103.53,37250842
9/25/2019 16:00:00,104.92,107.26,102.31,106.3,21048965
9/26/2019 16:00:00,106.49,106.9,100.45,103.34,16078416
9/27/2019 16:00:00,103.33,103.74,98.08,99.74,17550647
9/30/2019 16:00:00,99.4,103.09,98.69,101.76,13667341
10/1/2019 16:00:00,101.96,105.55,100.4,102.4,16603369
10/2/2019 16:00:00,100.91,105.08,99.98,102.62,15046503
10/3/2019 16:00:00,104.01,109.2,101.55,108.84,22698275
10/4/2019 16:00:00,109.05,109.25,104.27,106.77,20940468
10/7/2019 16:00:00,107.8,110.62,104.71,106.25,21165122
10/8/2019 16:00:00,105.43,109.58,104.26,108,13903293
10/9/2019 16:00:00,112.01,118.22,110.69,117.79,28476593
10/10/2019 16:00:00,118.12,121.7,115.28,116.13,26167890
10/11/2019 16:00:00,123.92,124.02,119.6,121.6,23218928
10/14/2019 16:00:00,120.58,122.1,117.8,119.12,14498592
10/15/2019 16:00:00,123.18,132.95,122.53,132.82,26623532
10/16/2019 16:00:00,132.83,134.28,127.81,132.5,22426091
10/17/2019 16:00:00,131.94,139.59,130.14,139.07,20090073
10/18/2019 16:00:00,137.39,139.07,124.79,129.94,32463525
10/21/2019 16:00:00,128.75,135.35,128.21,133.03,16408273
10/22/2019 16:00:00,132.81,136.7,127.02,129.06,17122369
10/23/2019 16:00:00,129,131.87,127.02,128.76,10702324
10/24/2019 16:00:00,128.33,131.88,126.41,131.22,10597875
10/25/2019 16:00:00,129.15,134.1,127.3,133.74,11485718
10/28/2019 16:00:00,137,148.17,136.4,146.88,24073203
10/29/2019 16:00:00,146.1,149.51,143.68,147.24,16095056
10/30/2019 16:00:00,147.74,151.48,146.84,149.43,10916474
10/31/2019 16:00:00,149.43,151.3,143.36,147.2,13249348
11/1/2019 16:00:00,148.44,148.7,143.41,146.5,10946604
11/4/2019 16:00:00,147.15,148.85,137.45,140.51,20088781
11/5/2019 16:00:00,140.47,142.65,136.71,139.57,11789376
11/6/2019 16:00:00,138.65,143.95,136.81,141.05,21711916
11/7/2019 16:00:00,118.75,128.38,116.26,118.46,52683911
11/8/2019 16:00:00,119.2,123.56,118.7,121.94,19221268
11/11/2019 16:00:00,120.8,129.55,120.28,129.21,20702973
11/12/2019 16:00:00,130.08,135.8,130.08,135.35,24287753
11/13/2019 16:00:00,134.48,142.45,133.06,142.37,20654068
11/14/2019 16:00:00,142,150.04,141.19,148.7,26222960
11/15/2019 16:00:00,151.7,158.23,149.8,157.3,26600096
11/18/2019 16:00:00,157.3,165.1,153.56,160.12,27647305
11/19/2019 16:00:00,153.45,158,147.51,153.91,31464765
11/20/2019 16:00:00,152.21,160.99,151.17,158.93,26617634
11/21/2019 16:00:00,159.7,163.33,154.13,155.91,21586341
11/22/2019 16:00:00,158.6,160.58,154.56,158.75,14853064
11/25/2019 16:00:00,160.76,162.47,157.51,158.08,14386881
11/26/2019 16:00:00,158.95,164.42,157.6,164.28,16055738
11/27/2019 16:00:00,167.05,168.85,159.61,161.64,19115503
11/29/2019 13:00:00,160.88,163.44,159.3,160.37,7526777
12/2/2019 16:00:00,145.85,146.68,132.4,136.07,48174442
12/3/2019 16:00:00,138.06,145.89,136.52,144.63,27532305
12/4/2019 16:00:00,149,151.97,144.05,150.58,26260113
12/5/2019 16:00:00,152.47,153.35,147.55,148.34,15842541
12/6/2019 16:00:00,148.6,149.79,143.13,144.26,15788457
12/9/2019 16:00:00,143.95,148.03,143.61,145.54,12591960
12/10/2019 16:00:00,146.4,149.27,145.3,147.09,11143151
12/11/2019 16:00:00,147.98,148.72,144.67,145.7,9539369
12/12/2019 16:00:00,144.73,144.88,136.81,139.57,16739131
12/13/2019 16:00:00,138.3,142.84,132.16,132.49,17473034
12/16/2019 16:00:00,134,138.51,127.53,138.35,19700732
12/17/2019 16:00:00,136.49,137.74,132.8,135.28,16017918
12/18/2019 16:00:00,136.03,137.59,133.93,134.44,9450115
12/19/2019 16:00:00,134.39,141,133.8,137.73,13771988
12/20/2019 16:00:00,140.14,141.87,136.35,136.89,12726697
12/23/2019 16:00:00,137.01,141.25,136.08,140.14,10815806
12/24/2019 13:00:00,141.3,146.72,140.5,145.57,11084699
12/26/2019 16:00:00,146.69,149.49,143.82,144.6,14677300
12/27/2019 16:00:00,144.94,145.1,139,139.52,13326949
12/30/2019 16:00:00,137.5,138.75,130.6,131.6,14494280
12/31/2019 16:00:00,128.75,134.85,127.22,133.9,13780356
1/2/2020 16:00:00,135.99,137.33,133.58,137.1,9941860
1/3/2020 16:00:00,134.51,138.89,134,137.51,8645170
1/6/2020 16:00:00,136.26,144.55,135.75,143.37,14432742
1/7/2020 16:00:00,144.01,144.23,137.91,138.19,11779530
1/8/2020 16:00:00,137.11,137.93,132.85,134.64,11314840
1/9/2020 16:00:00,135.67,138.77,131.24,133.79,12642458
1/10/2020 16:00:00,132.64,133,128.1,128.4,13453463
1/13/2020 16:00:00,130.23,135,126.3,133.93,18471279
1/14/2020 16:00:00,134.04,137.13,131.12,133.42,11165066
1/15/2020 16:00:00,132.87,136.06,132.13,132.5,7642676
1/16/2020 16:00:00,132.87,134.27,128.4,131.07,11227325
1/17/2020 16:00:00,131.25,131.6,128.38,130.38,9173506
1/21/2020 16:00:00,132.15,137.5,131.23,136.63,12801124
1/22/2020 16:00:00,137.52,140.5,132.31,132.43,11829947
1/23/2020 16:00:00,132.18,134.99,129.55,134.07,8818755
1/24/2020 16:00:00,133.92,135.66,128.79,130.09,8488058
1/27/2020 16:00:00,127.53,128.52,123.78,126.21,9239393
1/28/2020 16:00:00,127.3,130.29,125.01,129.61,8173072
1/29/2020 16:00:00,130.44,131.8,128.62,128.88,5818648
1/30/2020 16:00:00,127.56,130.88,126.8,130.64,4472493
1/31/2020 16:00:00,129.1,129.53,120.35,120.95,16948043
2/3/2020 16:00:00,123.9,129.48,123.2,127.5,10128884
2/4/2020 16:00:00,129.1,132.79,128.77,131.03,7994370
2/5/2020 16:00:00,133.46,133.51,125.02,125.94,8797366
2/6/2020 16:00:00,126.4,129.02,124.23,126.16,6425818
2/7/2020 16:00:00,126.3,127.6,123.9,124.25,5447809
2/10/2020 16:00:00,124.99,133.37,124.8,132.21,13483879
2/11/2020 16:00:00,135.71,142.45,134.1,137,19907973
2/12/2020 16:00:00,140.28,141.3,137.03,138.29,12578188
2/13/2020 16:00:00,139.5,141.71,138.36,139.05,20641428
2/14/2020 16:00:00,149.19,151.2,127.4,130.25,63567842
2/18/2020 16:00:00,131.66,133.55,125.24,127.15,19482375
2/19/2020 16:00:00,129.22,131.6,126.4,126.56,17247330
2/20/2020 16:00:00,127.25,127.79,121.12,124.08,15397007
2/21/2020 16:00:00,122.95,123.75,118.24,119.38,12571066
2/24/2020 16:00:00,110.3,118,108.05,116.99,16435534
2/25/2020 16:00:00,119.48,120.49,113.06,118.67,14532957
2/26/2020 16:00:00,118.29,119.36,112.33,112.71,9769336
2/27/2020 16:00:00,106.88,115.2,105.57,110.03,15852128
2/28/2020 16:00:00,107,114.12,106,113.67,12392755
3/2/2020 16:00:00,115.49,116.16,111.33,114.67,9298131
3/3/2020 16:00:00,113.98,114.75,106.42,108.62,11612323
3/4/2020 16:00:00,110.01,110.45,105.65,109.61,8881232
3/5/2020 16:00:00,108.2,110.08,105.66,106.44,8623366
3/6/2020 16:00:00,104.35,105.3,98.6,102.02,11841524
3/9/2020 16:00:00,91,101.95,90.4,96.26,10503215
3/10/2020 16:00:00,101.06,101.06,92.75,97.3,9694177
3/11/2020 16:00:00,96.38,97.35,89.15,90.63,8764425
3/12/2020 16:00:00,80.65,86.64,78.8,78.81,13580474
3/13/2020 16:00:00,82.71,83.48,74.25,80.95,11943993
3/16/2020 16:00:00,74.7,76.47,63.59,63.84,14455803
3/17/2020 16:00:00,60.3,75.79,58.22,69.46,24859201
3/18/2020 16:00:00,64.79,74.85,61.5,67.5,19522017
3/19/2020 16:00:00,69.47,75.54,67.22,74.12,13199827
3/20/2020 16:00:00,76.52,80.08,73.16,76.13,13755047
3/23/2020 16:00:00,77.37,90.44,74.77,89.46,18705860
3/24/2020 16:00:00,96.5,101.78,92.1,97.2,17774347
3/25/2020 16:00:00,97.85,100,88.88,94.85,15629748
3/26/2020 16:00:00,93.2,96.44,87,89.75,15247800
3/27/2020 16:00:00,87.4,89.5,83.13,87.45,9820742
3/30/2020 16:00:00,88.95,90.85,86.15,89.61,7899543
3/31/2020 16:00:00,89.16,94.7,87.08,87.48,9175507
4/1/2020 16:00:00,84.98,86.5,81.64,82.42,8694551
4/2/2020 16:00:00,81.41,84.62,80.75,82.53,5268774
4/3/2020 16:00:00,82.28,83.34,79.38,81.46,4738109
4/6/2020 16:00:00,83.71,90.44,83.5,89.49,7148433
4/7/2020 16:00:00,92.85,93.68,86.56,87.8,6192990
4/8/2020 16:00:00,88.9,92.15,87.52,87.81,6446886
4/9/2020 16:00:00,90.1,94.1,89.13,92.45,7271763
4/13/2020 16:00:00,92.5,96.8,91.07,96.56,8648443
4/14/2020 16:00:00,107.99,108.6,102.42,106.53,22987861
4/15/2020 16:00:00,102.42,114.32,101.97,113,18210721
4/16/2020 16:00:00,117,132.4,115.1,128,38289480
4/17/2020 16:00:00,123.68,128.01,118.56,126.8,20691751
4/20/2020 16:00:00,127.85,135.47,127.35,130.04,18823122
4/21/2020 16:00:00,131.75,132.74,118.12,123.56,19014497
4/22/2020 16:00:00,124.43,125.73,119.25,122.19,12271221
4/23/2020 16:00:00,123,128.4,122.21,123.06,11360861
4/24/2020 16:00:00,124.86,126.02,121.64,124.83,7635995
4/27/2020 16:00:00,126.3,130.36,125.32,128.63,6580570
4/28/2020 16:00:00,126.05,127.26,118.51,119.36,13001587
4/29/2020 16:00:00,119.19,122.86,116.65,119.52,8984944
4/30/2020 16:00:00,119.17,124.5,118.7,121.23,8027682
5/1/2020 16:00:00,119.55,122,111.36,114.02,9717854
5/4/2020 16:00:00,113.46,124.33,112.69,124.3,14551633
5/5/2020 16:00:00,126.3,126.77,121.77,123.49,9657805
5/6/2020 16:00:00,123.54,128.95,122.51,127.52,10567091
5/7/2020 16:00:00,131.2,138.79,130.28,137.5,22127781
5/8/2020 16:00:00,125.57,133.67,124.35,126.66,29648136
5/11/2020 16:00:00,125.02,132.88,124.6,132.18,14463853
5/12/2020 16:00:00,132.69,134.98,126.68,127.16,11524266
5/13/2020 16:00:00,128.28,128.55,114.6,117.56,18672264
5/14/2020 16:00:00,117.5,120.7,115.06,116.6,12161100
5/15/2020 16:00:00,115.82,116.79,112.48,112.93,9708498
5/18/2020 16:00:00,114.53,120.09,114.52,118.45,9362843
5/19/2020 16:00:00,118.87,119.99,115.03,116.02,6676783
5/20/2020 16:00:00,118.5,119.92,114.25,117.04,8665556
5/21/2020 16:00:00,116.36,116.56,112.07,114.7,7715740
5/22/2020 16:00:00,111.63,114.4,107.62,108.51,11992019
5/26/2020 16:00:00,110.21,111.66,107.3,107.59,8255852
5/27/2020 16:00:00,107.34,109.09,101.56,106.56,7960772
5/28/2020 16:00:00,105.63,110.84,104.88,109.2,7472425
5/29/2020 16:00:00,109.85,112.12,107.31,109.51,6830394
6/1/2020 16:00:00,109.17,114.2,108.4,112.95,6974119
6/2/2020 16:00:00,113.72,114.38,108.87,110.82,6356971
6/3/2020 16:00:00,111,111.35,103.9,103.96,13477493
6/4/2020 16:00:00,104,107.75,101.8,102.93,11763664
6/5/2020 16:00:00,103.95,104.5,100.19,104.38,10496236
6/8/2020 16:00:00,105.53,113.02,103.97,112.95,9120362
6/9/2020 16:00:00,112.44,115.17,108.6,113.25,9760459
6/10/2020 16:00:00,114.49,116.28,110.22,113.8,8123735
6/11/2020 16:00:00,108.69,114.92,106.24,106.95,8314027
6/12/2020 16:00:00,108.81,110.16,105.3,108.07,7460366
6/15/2020 16:00:00,107.17,107.64,103.94,107.49,5940034
6/16/2020 16:00:00,109.81,120.85,107.7,120.81,17193425
6/17/2020 16:00:00,119.48,123.1,115.78,117.32,14462364
6/18/2020 16:00:00,117.75,129.19,117.73,127.79,19343497
6/19/2020 16:00:00,128.17,132.17,124.75,128.5,18937186
6/22/2020 16:00:00,129.5,134.81,128.51,129.78,13285637
6/23/2020 16:00:00,131,132.42,127.33,127.88,8997654
6/24/2020 16:00:00,127.13,129.93,120.42,123.35,8242087
6/25/2020 16:00:00,123,125,120.57,123.6,4810116
6/26/2020 16:00:00,124.82,126.55,120.26,122.55,7984056
6/29/2020 16:00:00,122.4,123.21,112.11,115.05,12073777
6/30/2020 16:00:00,115.1,117.87,113.88,116.53,5845926
7/1/2020 16:00:00,117.3,129.44,116.35,128.39,15001827
7/2/2020 16:00:00,128.47,132.5,125.2,128.65,12158069
7/6/2020 16:00:00,130.86,135.97,128.66,132.03,10413884
7/7/2020 16:00:00,131.69,135.81,129.4,130.42,7458937
7/8/2020 16:00:00,131.88,135.14,130.7,133.76,6408142
7/9/2020 16:00:00,136.5,149.98,136.28,149.69,25309442
7/10/2020 16:00:00,147.82,159.88,147.26,153.05,24628168
7/13/2020 16:00:00,158.99,166.18,147.42,149.06,18541457
7/14/2020 16:00:00,149.51,156.36,142.15,150.36,12712257
7/15/2020 16:00:00,150.98,155.88,147.59,154.21,9203160
7/16/2020 16:00:00,152.72,157.28,149.48,153.31,8910187
7/17/2020 16:00:00,150.99,153.71,147.95,148.36,6527409
7/20/2020 16:00:00,148.78,151.63,146.58,150.46,6177844
7/21/2020 16:00:00,152.78,159.06,150.22,153.36,9381667
7/22/2020 16:00:00,153.53,156,150.82,152.17,3576100
7/23/2020 16:00:00,152.22,158.47,148.04,150.16,7138757
7/24/2020 16:00:00,147.24,153.1,145.17,151.17,4891509
7/27/2020 16:00:00,153.34,156.58,151.55,155.97,5140619
7/28/2020 16:00:00,154.39,155.95,148.5,148.75,5496831
7/29/2020 16:00:00,150,154.42,149.2,151.57,4599213
7/30/2020 16:00:00,150.16,154.02,149.24,150.35,3458186
7/31/2020 16:00:00,153.61,158.27,151.12,154.89,8087277
8/3/2020 16:00:00,158.36,163.42,156.62,161.82,8886606
8/4/2020 16:00:00,164.23,168.15,163.31,166.44,8704308
8/5/2020 16:00:00,164.85,169.14,163.75,165.42,12796111
8/6/2020 16:00:00,159.57,160.5,150.05,153.87,19647035
8/7/2020 16:00:00,154.45,164.73,153.39,156.39,15904116
8/10/2020 16:00:00,157.42,157.79,147.56,150.41,6280343
8/11/2020 16:00:00,149.28,152.25,143.21,146.41,5630840
8/12/2020 16:00:00,151.45,153.85,146.66,146.98,10277180
8/13/2020 16:00:00,148.62,152.01,146.81,149.97,5544661
8/14/2020 16:00:00,150.85,152.5,146.2,146.85,3854973
8/17/2020 16:00:00,147.77,148.27,143.36,145.71,4907425
8/18/2020 16:00:00,147.3,152.19,146.51,149.85,5945820
8/19/2020 16:00:00,149,150.89,146.17,147.37,4333671
8/20/2020 16:00:00,147.31,151.89,146.42,148.89,4492910
8/21/2020 16:00:00,148.95,150.56,146.6,147.13,3544280
8/24/2020 16:00:00,149.5,149.7,145.6,148.58,4350896
8/25/2020 16:00:00,148,148.72,145.86,147.77,3577572
8/26/2020 16:00:00,151.61,167.17,151.13,164.28,17714783
8/27/2020 16:00:00,162.59,166.15,157.86,160.97,7424980
8/28/2020 16:00:00,162,177.54,161.5,172.85,26709825
8/31/2020 16:00:00,172.51,175.51,168.06,173.48,10227085
9/1/2020 16:00:00,177,185.44,176.63,179.27,10575667
9/2/2020 16:00:00,183.76,183.76,171.03,178.32,8279562
9/3/2020 16:00:00,172.18,176.48,165.08,166.9,8175479
9/4/2020 16:00:00,165,167.42,150.38,159.91,7218555
9/8/2020 16:00:00,155.08,170.44,155,162.63,11271261
9/9/2020 16:00:00,166.07,166.8,159.08,161.18,6125401
9/10/2020 16:00:00,162.24,168.6,158.93,159.44,5310831
9/11/2020 16:00:00,160.75,161.5,152.62,155.46,5037086
9/14/2020 16:00:00,157.06,160.2,155.4,157.73,5009864
9/15/2020 16:00:00,162.72,170.44,161.77,168.52,10223589
9/16/2020 16:00:00,168,174.19,167.71,169.99,8092496
9/17/2020 16:00:00,165.86,168.13,161.36,164.67,6320792
9/18/2020 16:00:00,165.23,165.78,157.54,160.47,9286668
9/21/2020 16:00:00,166.05,189.8,163.54,188.82,35514976
9/22/2020 16:00:00,187.38,195.36,182.5,193.79,20693156
9/23/2020 16:00:00,193.49,200.73,185,187.25,18585117
9/24/2020 16:00:00,183.57,184.97,177.68,178.27,10836107
9/25/2020 16:00:00,182.67,186.96,176.63,182.43,8288036
9/28/2020 16:00:00,185,189.01,181.66,186.29,5653581
9/29/2020 16:00:00,186.2,190.34,183.22,187.87,6243442
9/30/2020 16:00:00,187.89,193.55,185.86,188.8,6795956
10/1/2020 16:00:00,192.83,200.47,192.7,200.34,9732140
10/2/2020 16:00:00,195.37,203.56,194.8,200,7415315
10/5/2020 16:00:00,201.39,204.94,197.95,204.16,5171513
10/6/2020 16:00:00,203.76,208.96,202.66,204.83,5504880
10/7/2020 16:00:00,207.95,214.26,207.5,212.55,5165809
10/8/2020 16:00:00,221.96,228.33,219.33,223.84,12767712
10/9/2020 16:00:00,226.05,226.83,221.63,223.95,7254511
10/12/2020 16:00:00,226.2,227,221.35,221.68,5775833
10/13/2020 16:00:00,221.1,239.14,219.02,238.58,8305730
10/14/2020 16:00:00,237.35,238.33,228.79,233.05,6624592
10/15/2020 16:00:00,225,230.07,223.65,226.47,4741012
10/16/2020 16:00:00,227.66,231.44,222.19,222.32,4021691
10/19/2020 16:00:00,223.71,228.62,220.18,222.14,4396241
10/20/2020 16:00:00,223.63,224.98,217.23,218.4,3742486
10/21/2020 16:00:00,218,227.49,216.27,222.78,5073563
10/22/2020 16:00:00,223.49,229.45,218.9,222.36,3500152
10/23/2020 16:00:00,223.3,224.88,218.5,223.96,2170843
10/26/2020 16:00:00,223.63,229.55,216.74,218.42,3136753
10/27/2020 16:00:00,219.74,226.5,217.18,225.07,2773391
10/28/2020 16:00:00,222,224.96,215.64,217.4,2172579
10/29/2020 16:00:00,219.8,221.58,214.63,217.93,2383402
10/30/2020 16:00:00,217.1,218.13,200.45,202.4,4607977
11/2/2020 16:00:00,205.66,212.8,203.71,206.88,3512040
11/3/2020 16:00:00,208.55,209.31,196.52,203.49,6691535
11/4/2020 16:00:00,208.13,215.72,205.04,215.68,3584230
11/5/2020 16:00:00,221.98,226.59,217.12,225.06,7754541
11/6/2020 16:00:00,235.99,255.66,228.89,253.36,16526943
11/9/2020 16:00:00,231.56,240.88,220.88,221.91,11659328
11/10/2020 16:00:00,227.84,228.2,207.5,216.98,7618350
11/11/2020 16:00:00,220.01,232.08,217.69,231.43,7432963
11/12/2020 16:00:00,231.24,236.65,227.61,230.9,5072354
11/13/2020 16:00:00,232.59,236.44,225,228.1,4185375
11/16/2020 16:00:00,222.2,232.89,220.6,232.7,2971567
11/17/2020 16:00:00,233,242.46,232.2,237.13,5169420
11/18/2020 16:00:00,235.88,239.19,231.5,231.99,2751930
11/19/2020 16:00:00,236.16,257.49,235.6,255.67,12021959
11/20/2020 16:00:00,257.09,265.97,254.79,263.14,6669636
11/23/2020 16:00:00,270,279.5,268.6,276.58,7852603
11/24/2020 16:00:00,279.5,284,268.14,273.01,6320929
11/25/2020 16:00:00,275,278.78,270.77,278.06,3135167
11/27/2020 13:00:00,279.7,280.6,273.01,275.34,2480944
11/30/2020 16:00:00,275.39,293.65,274.28,293.57,6194160
12/1/2020 16:00:00,290.5,292.81,279.38,285.71,4516199
12/2/2020 16:00:00,281.44,284.53,273.79,281.33,3117781
12/3/2020 16:00:00,281.96,292.1,281.55,289.1,3190531
12/4/2020 16:00:00,290.19,298.13,286,296.38,3748607
12/7/2020 16:00:00,295.65,302.62,289,299.98,3803044
12/8/2020 16:00:00,299.98,307.63,297.25,306.13,2605089
12/9/2020 16:00:00,315.11,328.74,303.16,306.23,9820728
12/10/2020 16:00:00,301,322.09,300.07,321.99,4435928
12/11/2020 16:00:00,321,331.87,316.9,330.87,5441740
12/14/2020 16:00:00,333,336.17,319.37,324.32,4124703
12/15/2020 16:00:00,325.41,331.1,319.01,320.14,3372550
12/16/2020 16:00:00,321.2,327.96,320.27,325.82,3349706
12/17/2020 16:00:00,346.65,352.12,326.5,329.48,14082093
12/18/2020 16:00:00,331.98,343.6,329.48,340.71,6843490
12/21/2020 16:00:00,344,358.79,341.54,354,6435198
12/22/2020 16:00:00,356.33,361.68,344.48,354.71,5475292
12/23/2020 16:00:00,355,361.04,344.21,360.56,3781622
12/24/2020 13:00:00,360.17,363.44,355.13,356.99,1846127
12/28/2020 16:00:00,359.5,361,339.12,340.41,4726524
12/29/2020 16:00:00,339.96,344.94,332.05,339.57,3639140
12/30/2020 16:00:00,339.17,344.44,333.5,338.74,3215275
12/31/2020 16:00:00,337.5,339.91,330.82,332.02,2086364
1/4/2021 16:00:00,339.98,340,316.46,317.9,4919713
1/5/2021 16:00:00,320.8,335.38,320.5,335.18,4506492
1/6/2021 16:00:00,325.04,347.95,320.21,342.95,7546926
1/7/2021 16:00:00,352.01,379.39,352,379.29,8091042
1/8/2021 16:00:00,391.35,402.85,387.18,399.13,8410817
1/11/2021 16:00:00,390.3,416.22,390.03,403.13,5850650
1/12/2021 16:00:00,407.9,419.75,405.56,415.29,4766175
1/13/2021 16:00:00,419.3,423,404.5,408.6,4036917
1/14/2021 16:00:00,410.81,422.52,410.11,418.46,3416864
1/15/2021 16:00:00,418,425.99,407.09,408.3,3365868
1/19/2021 16:00:00,420.73,438.36,420.09,434.14,6043327
1/20/2021 16:00:00,442.82,448.17,425.6,428.5,4352990
1/21/2021 16:00:00,429.31,431,418.89,423.64,3272740
